entry,expiry,year,spot_entry,vix9d,vix3m,contango,short_strike,long_strike,credit,payout,pnl,win,contango_threshold,traded,pnl_unfiltered,pnl_filtered,cum_pnl_unfiltered,cum_pnl_filtered,spy_indexed,cash_indexed
2017-03-03,2017-03-10,2017,238.43,0.08560000000000001,0.1426,1.6658878504672896,230,225.0,0.0021473469772220824,0.0,0.0021473469772220824,True,,True,0.0021473469772220824,0.0021473469772220824,3.3617390303118273,3.3617390303118273,124.23211392068694,103.41066064364462
2017-03-10,2017-03-17,2017,237.66,0.1067,0.1438,1.3477038425492034,230,225.0,0.02361939714090401,0.0,0.02361939714090401,True,1.2868457393525092,True,0.02361939714090401,0.02361939714090401,3.3853584274527315,3.3853584274527315,123.83091135507469,103.46945995525836
2017-03-17,2017-03-24,2017,237.1008,0.0987,0.1392,1.4103343465045592,225,220.0,0.00014532610362941317,0.0,0.00014532610362941317,True,1.2886557026958598,True,0.00014532610362941317,0.00014532610362941317,3.385503753556361,3.385503753556361,123.53954450482745,103.52829270016635
2017-03-24,2017-03-31,2017,233.88,0.1343,0.14550000000000002,1.0833953834698438,225,220.0,0.03549376380881045,0.0,0.03549376380881045,True,1.2916589381458237,False,0.03549376380881045,0.0,3.4209975173651714,3.385503753556361,121.86137148752364,103.58715889737876
2017-03-31,2017-04-07,2017,235.68,0.0966,0.136,1.4078674948240166,225,220.0,0.0005378312972919751,0.0,0.0005378312972919751,True,1.2867908919784683,True,0.0005378312972919751,0.0005378312972919751,3.4215353486624633,3.3860415848536527,122.7992476149289,103.64605856591658
2017-04-07,2017-04-13,2017,235.17,0.10060000000000001,0.1406,1.3976143141153081,225,220.0,0.0005786810721001087,0.0,0.0005786810721001087,True,1.288600855321819,True,0.0005786810721001087,0.0005786810721001087,3.4221140297345634,3.3866202659257527,122.53351604549741,103.70499172481162
2017-04-21,2017-04-28,2017,234.59,0.1709,0.1475,0.8630778232884727,225,220.0,0.08037906000467454,0.0,0.08037906000467454,True,1.2915123006097355,False,0.08037906000467454,0.0,3.5024930897392377,3.3866202659257527,122.23131151555572,103.7639583931065
2017-04-28,2017-05-05,2017,238.12,0.0942,0.1293,1.3726114649681527,230,225.0,0.006800039257541916,0.0,0.006800039257541916,True,1.2867360446044274,True,0.006800039257541916,0.006800039257541916,3.5092931289967795,3.3934203051832945,124.07059080985603,103.82295858985464
2017-05-05,2017-05-12,2017,239.68,0.1144,0.1285,1.1232517482517483,230,225.0,0.008570264644939245,0.0,0.008570264644939245,True,1.288546007947778,False,0.008570264644939245,0.0,3.5178633936417185,3.3934203051832945,124.8834167869406,103.88199233412037
2017-05-12,2017-05-19,2017,239.05,0.094,0.1297,1.3797872340425532,230,225.0,0.002774167516899736,0.0,0.002774167516899736,True,1.284871233887036,True,0.002774167516899736,0.002774167516899736,3.520637561158618,3.396194472700194,124.55516014234875,103.94105964497875
2017-05-19,2017-05-26,2017,238.27,0.10980000000000001,0.1349,1.2285974499089252,230,225.0,0.018175913408807552,0.0,0.018175913408807552,True,1.2866811972303864,False,0.018175913408807552,0.0,3.5388134745674256,3.396194472700194,124.14874715380647,104.0001605415158
2017-05-26,2017-06-02,2017,241.73,0.076,0.1244,1.6368421052631579,230,225.0,4.283747439909689e-06,0.0,4.283747439909689e-06,True,1.2834981349401542,True,4.283747439909689e-06,4.283747439909689e-06,3.5388177583148654,3.396198756447634,125.95155348759658,104.0592950428283
2017-06-02,2017-06-09,2017,244.14,0.08470000000000001,0.1246,1.471074380165289,235,230.0,0.0011064711181876128,0.0,0.0011064711181876128,True,1.2848163865129951,True,0.0011064711181876128,0.0011064711181876128,3.539924229433053,3.3973052275658215,127.20726541373364,104.11846316802395
2017-06-09,2017-06-16,2017,243.5208,0.10369999999999999,0.12960000000000002,1.2497589199614276,235,230.0,0.01190747939117915,0.0,0.01190747939117915,True,1.2866263498563455,False,0.01190747939117915,0.0,3.551831708824232,3.3973052275658215,126.88463602590623,104.17766493622132
2017-06-16,2017-06-23,2017,242.64,0.0833,0.12710000000000002,1.5258103241296521,235,230.0,0.004726750969845673,0.0,0.004726750969845673,True,1.2834646663387441,True,0.004726750969845673,0.004726750969845673,3.556558459794078,3.402031978535667,126.42570197422924,104.23690036654976
2017-06-23,2017-06-30,2017,243.16,0.08380000000000001,0.12359999999999999,1.4749403341288778,235,230.0,0.0028988663391623206,0.0,0.0028988663391623206,True,1.2847615391389542,True,0.0028988663391623206,0.0028988663391623206,3.55945732613324,3.4049308448748294,126.69664396659077,104.29616947814961
2017-06-30,2017-07-07,2017,241.79,0.0993,0.13140000000000002,1.3232628398791542,230,225.0,0.00030486565793179225,0.0,0.00030486565793179225,True,1.2865715024823046,True,0.00030486565793179225,0.00030486565793179225,3.559762191791172,3.4052357105327613,125.98281602517676,104.35547229017203
2017-07-07,2017-07-14,2017,242.1,0.0926,0.1352,1.4600431965442764,230,225.0,8.005831028277415e-05,0.0,8.005831028277415e-05,True,1.2883814658256552,True,8.005831028277415e-05,8.005831028277415e-05,3.559842250101455,3.405315768843044,126.14433913600767,104.41480882177912
2017-07-14,2017-07-21,2017,245.51,0.0755,0.1223,1.6198675496688744,235,230.0,3.959774369497016e-05,0.0,3.959774369497016e-05,True,1.290925750465383,True,3.959774369497016e-05,3.959774369497016e-05,3.55988184784515,3.4053553665867393,127.92109335514763,104.47417909214376
2017-07-21,2017-07-28,2017,246.83,0.071,0.1206,1.6985915492957748,235,230.0,1.3611594569873862e-06,0.0,1.3611594569873862e-06,True,1.2957647891562907,True,1.3611594569873862e-06,1.3611594569873862e-06,3.559883209004607,3.4053567277461965,128.6088691819115,104.53358312044986
2017-07-28,2017-08-04,2017,246.89,0.0855,0.1258,1.4713450292397658,235,230.0,4.255233188079449e-05,0.0,4.255233188079449e-05,True,1.300603827847198,True,4.255233188079449e-05,4.255233188079449e-05,3.559925761336488,3.4053992800780772,128.64013171949168,104.5930209258922
2017-08-04,2017-08-11,2017,247.39,0.0858,0.1275,1.486013986013986,235,230.0,2.2947014098109564e-05,0.0,2.2947014098109564e-05,True,1.3057356543120455,True,2.2947014098109564e-05,2.2947014098109564e-05,3.559948708350586,3.4054222270921755,128.90065286599312,104.65249252767643
2017-08-11,2017-08-18,2017,244.11,0.1553,0.16390000000000002,1.0553766902768835,235,230.0,0.08124737384917935,0.0,0.08124737384917935,True,1.311954978222955,False,0.08124737384917935,0.0,3.6411960821997655,3.4054222270921755,127.19163414494355,104.71199794501918
2017-08-18,2017-08-25,2017,242.71,0.1317,0.1565,1.1883067577828397,235,230.0,0.07735850294465041,0.0,0.07735850294465041,True,1.30045719031111,False,0.07735850294465041,0.0,3.7185545851444157,3.4054222270921755,126.46217493473945,104.77153719714795
2017-08-25,2017-09-01,2017,244.52,0.0897,0.1399,1.5596432552954291,235,230.0,0.0013511851078568534,0.0,0.0013511851078568534,True,1.290632475393207,True,0.0013511851078568534,0.0013511851078568534,3.7199057702522724,3.406773412200032,127.40526148507475,104.83111030330126
2017-09-01,2017-09-08,2017,247.81,0.0794,0.1359,1.7115869017632241,240,235.0,0.0031379652901267862,0.0,0.0031379652901267862,True,1.2954715140841144,True,0.0031379652901267862,0.0031379652901267862,3.723043735542399,3.409911377490159,129.11949062905435,104.89071728272843
2017-09-08,2017-09-15,2017,246.54,0.11289999999999999,0.1469,1.301151461470328,235,230.0,0.002144084589266781,0.0,0.002144084589266781,True,1.3003105527750218,True,0.002144084589266781,0.002144084589266781,3.7251878201316657,3.4120554620794254,128.45776691694064,104.95035815468987
2017-09-15,2017-09-22,2017,249.23,0.083,0.12960000000000002,1.5614457831325304,240,235.0,0.0010172965848719402,0.0,0.0010172965848719402,True,1.3013147085860859,True,0.0010172965848719402,0.0010172965848719402,3.7262051167165375,3.4130727586642973,129.8593706851185,105.01003293845686
2017-09-22,2017-09-29,2017,249.45,0.07980000000000001,0.1285,1.6102756892230574,240,235.0,0.0004984144167054148,0.0,0.0004984144167054148,True,1.302392139550089,True,0.0004984144167054148,0.0004984144167054148,3.726703531133243,3.4135711730810026,129.97399998957914,105.06974165331167
2017-09-29,2017-10-06,2017,251.16,0.0795,0.1249,1.571069182389937,240,235.0,5.059759210744904e-05,0.0,5.059759210744904e-05,True,1.3034695705140922,True,5.059759210744904e-05,5.059759210744904e-05,3.72675412872535,3.41362177067311,130.86498231061415,105.12948431854747
2017-10-06,2017-10-13,2017,254.43,0.0788,0.1244,1.5786802030456852,245,240.0,0.0005671904183745804,0.0,0.0005671904183745804,True,1.3051702612292355,True,0.0005671904183745804,0.0005671904183745804,3.7273213191437247,3.4141889610914844,132.5687906087337,105.1892609534685
2017-10-13,2017-10-20,2017,254.88,0.0803,0.1198,1.4919053549190537,245,240.0,0.0004150380739378573,0.0,0.0004150380739378573,True,1.311389585140145,True,0.0004150380739378573,0.0004150380739378573,3.7277363572176627,3.4146039991654225,132.80325964058503,105.24907157738991
2017-10-20,2017-10-27,2017,257.07,0.08410000000000001,0.1185,1.4090368608799047,245,240.0,5.169917238555765e-05,0.0,5.169917238555765e-05,True,1.3176089090510545,True,5.169917238555765e-05,5.169917238555765e-05,3.727788056390048,3.414655698337808,133.94434226226142,105.30891620963784
2017-10-27,2017-11-03,2017,257.6895,0.0861,0.1223,1.4204413472706157,245,240.0,3.413586079106395e-05,0.0,3.413586079106395e-05,True,1.3232658439309606,True,3.413586079106395e-05,3.413586079106395e-05,3.727822192250839,3.4146898341985987,134.26712796277675,105.36879486954946
2017-11-03,2017-11-10,2017,258.45,0.0784,0.1242,1.584183673469388,250,245.0,0.0020722884272862466,0.0,0.0020722884272862466,True,1.3232988885008317,True,0.0020722884272862466,0.0020722884272862466,3.729894480678125,3.416762122625885,134.66338062660546,105.42870757647287
2017-11-10,2017-11-17,2017,258.1,0.10310000000000001,0.1361,1.32007759456838,250,245.0,0.024128955694996346,0.0,0.024128955694996346,True,1.3233319330707027,False,0.024128955694996346,0.0,3.7540234363731213,3.416762122625885,134.48101582405445,105.48865434976722
2017-11-17,2017-11-24,2017,257.87,0.0849,0.138,1.6254416961130742,250,245.0,0.007477222780078813,0.0,0.007477222780078813,True,1.3232648425803584,True,0.007477222780078813,0.007477222780078813,3.7615006591532003,3.424239345405964,134.36117609666377,105.54863520880262
2017-11-24,2017-12-01,2017,260.37,0.0787,0.1242,1.5781448538754765,250,245.0,0.00022965928450473602,0.0,0.00022965928450473602,True,1.3232978871502297,True,0.00022965928450473602,0.00022965928450473602,3.761730318437705,3.4244690046904687,135.66378182917109,105.60865017296028
2017-12-01,2017-12-08,2017,264.46,0.1198,0.1328,1.1085141903171953,255,250.0,0.028704977712213448,0.0,0.028704977712213448,True,1.3233309317201007,False,0.028704977712213448,0.0,3.7904352961499184,3.4244690046904687,137.794844807553,105.66869926163234
2017-12-08,2017-12-15,2017,265.48,0.08439999999999999,0.1246,1.4763033175355453,255,250.0,0.0006353447642782728,0.0,0.0006353447642782728,True,1.3232638412297564,True,0.0006353447642782728,0.0006353447642782728,3.7910706409141968,3.425104349454747,138.32630794641602,105.728782494222
2017-12-15,2017-12-22,2017,266.53,0.0825,0.1208,1.4642424242424241,255,250.0,0.00014211561095341652,0.0,0.00014211561095341652,True,1.3232968857996275,True,0.00014211561095341652,0.00014211561095341652,3.7912127565251503,3.4252464650657006,138.87340235406907,105.78889989014351
2017-12-22,2017-12-29,2017,267.49,0.0751,0.1249,1.663115845539281,255,250.0,8.165022699375026e-06,0.0,8.165022699375026e-06,True,1.3233299303694985,True,8.165022699375026e-06,8.165022699375026e-06,3.7912209215478496,3.4252546300884,139.37360295535188,105.84905146882213
2017-12-29,2018-01-05,2017,266.94,0.1042,0.1309,1.2562380038387715,255,250.0,0.001643275275902573,0.0,0.001643275275902573,True,1.3233629749393696,False,0.001643275275902573,0.0,3.792864196823752,3.4252546300884,139.08702969420028,105.90923724969419
2018-01-05,2018-01-12,2018,273.4,0.077,0.1206,1.5662337662337662,265,260.0,0.0032639464597446046,0.0,0.0032639464597446046,True,1.3232958844490252,True,0.0032639464597446046,0.0032639464597446046,3.796128143283497,3.4285185765481447,142.45296290699915,105.96945725220705
2018-01-12,2018-01-19,2018,277.94,0.0868,0.122,1.4055299539170507,265,260.0,0.00010415827394243975,0.0,0.00010415827394243975,True,1.3233289290188963,True,0.00010415827394243975,0.00010415827394243975,3.7962323015574393,3.428622734822087,144.81849491723244,106.02971149581917
2018-01-19,2018-01-26,2018,280.39,0.1041,0.1304,1.2526416906820363,270,265.0,0.00924363813578722,0.0,0.00924363813578722,True,1.3233619735887674,False,0.00924363813578722,0.0,3.8054759396932267,3.428622734822087,146.0950485350896,106.08999999999999
